itemid,label,fluid,category
225860,Clindamycin,,Antibiotics
225859,Ciprofloxacin,,Antibiotics
225866,Erythromycin,,Antibiotics
225892,Piperacillin,,Antibiotics
222168,Propofol,,Medications
225147,Argatroban,,Medications
225833,Thiamine,,Medications
225942,Fentanyl (Concentrate),,Medications
227529,ACD-A Citrate (1000ml),,Medications
229233,Rocuronium,,Medications
221668,Midazolam (Versed),,Medications
227522,KCL (Bolus),,Medications
227535,Vitamin K (Phytonadione),,Medications
225154,Morphine Sulfate,,Medications
225835,Na Phos,,Medications
222151,Procainamide,,Medications
223260,Insulin - Glargine,,Medications
227531,Mannitol,,Medications
221429,Esmolol,,Medications
225151,Eptifibatide (Integrilin),,Medications
225834,K Phos,,Medications
223259,Insulin - NPH,,Medications
229617,Epinephrine.,,Medications
229058,Aminocaproic acid (Amicar),,Medications
229616,Ondansetron (Zofran),,Medications
229072,Ketorolac (Toradol),,Medications
221261,Abciximab (Reopro),,Medications
225148,Bivalirudin (Angiomax),,Medications
225153,Labetalol,,Medications
225157,Tirofiban (Aggrastat),,Medications
225973,Meperidine (Demerol),,Medications
229420,Dexmedetomidine (Precedex),,Medications
223258,Insulin - Regular,,Medications
225167,Hydrochloric Acid - HCL,,Medications
229709,Angiotensin II (Giapreza),,Medications
221342,Aminophylline,,Medications
222062,Vecuronium,,Medications
221347,Amiodarone,,Medications
228317,Calcium Gluconate (Bolus)_OLD_1,,Medications
229619,Insulin - U500,,Medications
220995,Sodium Bicarbonate 8.4%,,Medications
227690,Fosphenytoin,,Medications
221662,Dopamine,,Medications
222315,Vasopressin,,Medications
223261,Insulin - Humalog 75/25,,Medications
225156,Pentobarbital,,Medications
225913,Coumadin (Warfarin),,Medications
227523,Magnesium Sulfate (Bolus),,Medications
221689,Drotrecogin (Xigris),,Medications
227524,Magnesium Sulfate (OB-GYN),,Medications
221393,Atropine,,Medications
221653,Dobutamine,,Medications
229249,Aminocaproic acid (Amicar),,Medications
229057,Acetylcysteine,,Medications
229068,Protamine sulfate,,Medications
229630,Phenylephrine (50/250),,Medications
222037,Nesiritide,,Medications
222051,Nitroprusside,,Medications
225911,Ranitidine (Prophylaxis),,Medications
227528,ACD-A Citrate (500ml),,Medications
229764,Angiotensin II (Giapreza),,Medications
221712,Ketamine,,Medications
225152,Heparin Sodium,,Medications
222011,Magnesium Sulfate,,Medications
227694,Omeprazole (Prilosec),,Medications
229781,Bivalirudin (Angiomax) (Impella),,Medications
223257,Insulin - 70/30,,Medications
229654,Amiodarone 450/250,,Medications
221468,Diltiazem,,Medications
223262,Insulin - Humalog,,Medications
225910,Pantoprazole (Protonix),,Medications
225972,Fentanyl (Push),,Medications
230044,Heparin Sodium (CRRT-Prefilter),,Medications
222021,Naloxone (Narcan),,Medications
225945,Lidocaine,,Medications
229063,Pamidronate,,Medications
228315,Acetaminophen-IV,,Medications
229071,Neostigmine (Prostigmin),,Medications
229299,Insulin - Novolog,,Medications
229640,Calcium Gluconate (Bolus),,Medications
221906,Norepinephrine,,Medications
227536,KCl (CRRT),,Medications
221824,Haloperidol (Haldol),,Medications
227526,Citrate,,Medications
229597,Heparin Sodium (Impella),,Medications
221289,Epinephrine,,Medications
221319,Alteplase (TPA),,Medications
225832,Folic Acid,,Medications
221385,Lorazepam (Ativan),,Medications
229070,Glycopyrolate (Robinul),,Medications
229639,Bumetanide (Bumex),,Medications
221744,Fentanyl,,Medications
221892,Lepirudin,,Medications
222042,Nicardipine,,Medications
227525,Calcium Gluconate (CRRT),,Medications
225909,Lansoprazole (Prevacid),,Medications
229066,Treprostinil (Remodulin),,Medications
229069,Digoxin (Lanoxin),,Medications
229234,Clevidipine (Cleviprex),,Medications
221623,Diazepam (Valium),,Medications
227692,Isuprel,,Medications
229631,Phenylephrine (200/250)_OLD_1,,Medications
221555,Cisatracurium,,Medications
221794,Furosemide (Lasix),,Medications
229760,Epoprostenol (Veletri),,Medications
230034,Amiodarone 150/100,,Medications
225155,Octreotide,,Medications
228316,Levetiracetam (Keppra),,Medications
221749,Phenylephrine,,Medications
221833,Hydromorphone (Dilaudid),,Medications
225908,Fondaparinux,,Medications
227520,Methadone Hydrochloride,,Medications
221282,Adenosine,,Medications
229624,Nicardipine 40mg/200,,Medications
222056,Nitroglycerin,,Medications
225912,Carafate (Sucralfate),,Medications
228339,Amiodarone 600/500,,Medications
221986,Milrinone,,Medications
225166,Potassium Chloride,,Medications
228340,Furosemide (Lasix) 250/50,,Medications
229062,Mycophenolate mofetil (Cellcept),,Medications
221828,Hydralazine,,Medications
225906,Enoxaparin (Lovenox),,Medications
225975,Heparin Sodium (Prophylaxis),,Medications
229618,Calcium Chloride,,Medications
221456,Calcium Gluconate,,Medications
225907,Famotidine (Pepcid),,Medications
225974,Metoprolol,,Medications
222318,Verapamil,,Medications
227689,Dilantin,,Medications
229615,Esomeprazole (Nexium),,Medications
229861,Sodium Acetate.,,Medications
229632,Phenylephrine (200/250),,Medications
227534,Cyclosporine,,Medications
225150,Dexmedetomidine (Precedex),,Medications
226089,Piggyback,,Fluids/Intake
220950,Dextrose 10%,,Fluids/Intake
225828,LR,,Fluids/Intake
220952,Dextrose 50%,,Fluids/Intake
226403,GU Irrigant - Amphotericin B,,Fluids/Intake
228142,Dextrose 40%,,Fluids/Intake
225797,Free Water,,Fluids/Intake
225163,Prismasate K4,,Fluids/Intake
225941,D5 1/4NS,,Fluids/Intake
225164,Trisodium Citrate 0.4%,,Fluids/Intake
225158,NaCl 0.9%,,Fluids/Intake
228341,NaCl 23.4%,,Fluids/Intake
225165,Bicarbonate Base,,Fluids/Intake
225161,NaCl 3% (Hypertonic Saline),,Fluids/Intake
228140,Dextrose 20%,,Fluids/Intake
225825,D5NS,,Fluids/Intake
225943,Solution,,Fluids/Intake
226402,GU Irrigant - Sterile Water,,Fluids/Intake
226363,Cath Lab Intake,,Fluids/Intake
226453,GT Flush,,Fluids/Intake
225827,D5LR,,Fluids/Intake
226375,PACU Crystalloid Intake,,Fluids/Intake
227533,Sodium Bicarbonate 8.4% (Amp),,Fluids/Intake
226452,PO Intake,,Fluids/Intake
225830,Multivitamins,,Fluids/Intake
225162,Prismasate K2,,Fluids/Intake
226364,OR Crystalloid Intake,,Fluids/Intake
225159,NaCl 0.45%,,Fluids/Intake
225944,Sterile Water,,Fluids/Intake
225823,D5 1/2NS,,Fluids/Intake
226362,ZGastric/TF Residual Intake,,Fluids/Intake
226401,GU Irrigant - Normal Saline,,Fluids/Intake
220949,Dextrose 5%,,Fluids/Intake
226361,Pre-Admission/Non-ICU Intake,,Fluids/Intake
226377,PACU PO Intake,,Fluids/Intake
228141,Dextrose 30%,,Fluids/Intake
225799,Gastric Meds,,Fluids/Intake
226046,Replete (3/4),,Nutrition - Enteral
227978,Boost Glucose Control (3/4),,Nutrition - Enteral
228135,Isosource 1.5 (Full),,Nutrition - Enteral
225935,Replete (Full),,Nutrition - Enteral
226030,Nutren Renal (3/4),,Nutrition - Enteral
226876,Ensure (1/2),,Nutrition - Enteral
227372,Peptamen VHP (2/3),,Nutrition - Enteral
228131,Isosource 1.5 (1/2),,Nutrition - Enteral
228134,Isosource 1.5 (3/4),,Nutrition - Enteral
229013,Glucerna 1.2 (Full),,Nutrition - Enteral
226036,Peptamen 1.5 (1/4),,Nutrition - Enteral
226877,Ensure Plus (Full),,Nutrition - Enteral
228352,Enlive (1/2),,Nutrition - Enteral
228367,Two Cal HN (Full),,Nutrition - Enteral
226875,Ensure (3/4),,Nutrition - Enteral
226023,Impact (1/2),,Nutrition - Enteral
226038,Peptamen 1.5 (3/4),,Nutrition - Enteral
227696,Fibersource HN (3/4),,Nutrition - Enteral
227972,NovaSource Renal (1/4),,Nutrition - Enteral
228354,Enlive (3/4),,Nutrition - Enteral
228363,Pulmocare (Full),,Nutrition - Enteral
229014,Promote with Fiber (Full),,Nutrition - Enteral
226050,Replete with Fiber (3/4),,Nutrition - Enteral
227370,Peptamen VHP (Full),,Nutrition - Enteral
227976,Boost Glucose Control (1/4),,Nutrition - Enteral
229012,Vital 1.5 (Full),,Nutrition - Enteral
226881,Nutren Pulmonary (3/4),,Nutrition - Enteral
227699,Fibersource HN (1/4),,Nutrition - Enteral
228133,Isosource 1.5 (2/3),,Nutrition - Enteral
228350,Nepro (3/4),,Nutrition - Enteral
229009,Promote (Full),,Nutrition - Enteral
229294,Ensure Clear (Full),,Nutrition - Enteral
228359,Glucerna (Full),,Nutrition - Enteral
229011,Jevity 1.5 (Full),,Nutrition - Enteral
229296,Vital High Protein (Full),,Nutrition - Enteral
226025,Impact with Fiber (2/3),,Nutrition - Enteral
226049,Replete with Fiber (2/3),,Nutrition - Enteral
227973,NovaSource Renal (1/2),,Nutrition - Enteral
226031,Nutren Renal (1/2),,Nutrition - Enteral
226056,Vivonex (1/4),,Nutrition - Enteral
229295,Glucerna 1.5 (Full),,Nutrition - Enteral
221036,Nutren Renal (Full),,Nutrition - Enteral
227092,Ensure Plus (1/4),,Nutrition - Enteral
228366,Two Cal HN (3/4),,Nutrition - Enteral
226047,Replete (1/2),,Nutrition - Enteral
225928,Impact with Fiber (Full),,Nutrition - Enteral
226039,Peptamen 1.5 (1/2),,Nutrition - Enteral
228357,Glucerna (1/4),,Nutrition - Enteral
226878,Ensure Plus (3/4),,Nutrition - Enteral
228349,Nepro (1/4),,Nutrition - Enteral
226045,Replete (2/3),,Nutrition - Enteral
228365,Two Cal HN (1/4),,Nutrition - Enteral
227975,NovaSource Renal (Full),,Nutrition - Enteral
227374,Peptamen VHP (1/2),,Nutrition - Enteral
228360,Pulmocare (1/2),,Nutrition - Enteral
225931,Nutren 2.0 (Full),,Nutrition - Enteral
226051,Replete with Fiber (1/2),,Nutrition - Enteral
226058,Vivonex (3/4),,Nutrition - Enteral
228356,Glucerna (1/2),,Nutrition - Enteral
225929,ProBalance (Full),,Nutrition - Enteral
227091,Ensure (1/4),,Nutrition - Enteral
226016,Nutren 2.0 (1/4),,Nutrition - Enteral
226041,ProBalance (2/3),,Nutrition - Enteral
226057,Vivonex (2/3),,Nutrition - Enteral
227979,Boost Glucose Control (Full),,Nutrition - Enteral
226040,ProBalance (1/4),,Nutrition - Enteral
226882,Nutren Pulmonary (1/2),,Nutrition - Enteral
227695,Fibersource HN (Full),,Nutrition - Enteral
228132,Isosource 1.5 (1/4),,Nutrition - Enteral
226018,Nutren 2.0 (3/4),,Nutrition - Enteral
227977,Boost Glucose Control (1/2),,Nutrition - Enteral
228364,Two Cal HN (1/2),,Nutrition - Enteral
226017,Nutren 2.0 (2/3),,Nutrition - Enteral
226028,Nutren Renal (1/4),,Nutrition - Enteral
228353,Enlive (1/4),,Nutrition - Enteral
226042,ProBalance (3/4),,Nutrition - Enteral
226048,Replete with Fiber (1/4),,Nutrition - Enteral
226880,Nutren Pulmonary (Full),,Nutrition - Enteral
227373,Peptamen VHP (1/4),,Nutrition - Enteral
227974,NovaSource Renal (3/4),,Nutrition - Enteral
226022,Impact (3/4),,Nutrition - Enteral
228348,Nepro (1/2),,Nutrition - Enteral
226020,Impact (1/4),,Nutrition - Enteral
227697,Fibersource HN (2/3),,Nutrition - Enteral
227698,Fibersource HN (1/2),,Nutrition - Enteral
225934,Vivonex (Full),,Nutrition - Enteral
226029,Nutren Renal (2/3),,Nutrition - Enteral
228355,Enlive (Full),,Nutrition - Enteral
228362,Pulmocare (3/4),,Nutrition - Enteral
225936,Replete with Fiber (Full),,Nutrition - Enteral
228358,Glucerna (3/4),,Nutrition - Enteral
226027,Impact with Fiber (1/2),,Nutrition - Enteral
226879,Ensure Plus (1/2),,Nutrition - Enteral
228361,Pulmocare (1/4),,Nutrition - Enteral
226043,ProBalance (1/2),,Nutrition - Enteral
225937,Ensure (Full),,Nutrition - Enteral
225970,Beneprotein,,Nutrition - Enteral
226037,Peptamen 1.5 (2/3),,Nutrition - Enteral
226044,Replete (1/4),,Nutrition - Enteral
226024,Impact with Fiber (1/4),,Nutrition - Enteral
226026,Impact with Fiber (3/4),,Nutrition - Enteral
227371,Peptamen VHP (3/4),,Nutrition - Enteral
226059,Vivonex (1/2),,Nutrition - Enteral
229010,Jevity 1.2 (Full),,Nutrition - Enteral
225930,Peptamen 1.5 (Full),,Nutrition - Enteral
228383,Peptamen Bariatric (Full),,Nutrition - Enteral
226021,Impact (2/3),,Nutrition - Enteral
226019,Nutren 2.0 (1/2),,Nutrition - Enteral
227518,Nutren 2.0 (3/4),,Nutrition - Enteral
229297,Osmolite 1.5 (Full),,Nutrition - Enteral
221207,Impact (Full),,Nutrition - Enteral
228351,Nepro (Full),,Nutrition - Enteral
222190,Ranitidine,,Nutrition - Parenteral
225947,Dextrose PN,,Nutrition - Parenteral
227090,Lipids 10%,,Nutrition - Parenteral
225920,Peripheral Parenteral Nutrition,,Nutrition - Parenteral
225801,Lipids 20%,,Nutrition - Parenteral
225916,TPN w/ Lipids,,Nutrition - Parenteral
225969,Lipids (additive),,Nutrition - Parenteral
225917,TPN without Lipids,,Nutrition - Parenteral
225948,Amino Acids,,Nutrition - Parenteral
226376,PACU Colloid Intake,,Blood Products/Colloids
221733,Factor VIII,,Blood Products/Colloids
226365,OR Colloid Intake,,Blood Products/Colloids
226370,OR Autologous Blood Intake,,Blood Products/Colloids
225174,Hetastarch (Hespan) 6%,,Blood Products/Colloids
226368,OR Packed RBC Intake,,Blood Products/Colloids
229067,Granulocytes,,Blood Products/Colloids
225796,Dextran 70,,Blood Products/Colloids
227532,Plasma Pheresis,,Blood Products/Colloids
227071,PACU Platelet Intake,,Blood Products/Colloids
227530,IV Immune Globulin (IVIG),,Blood Products/Colloids
220862,Albumin 25%,,Blood Products/Colloids
225915,Profilnine,,Blood Products/Colloids
226371,OR Cryoprecipitate Intake,,Blood Products/Colloids
225168,Packed Red Blood Cells,,Blood Products/Colloids
225171,Cryoprecipitate,,Blood Products/Colloids
226367,OR FFP Intake,,Blood Products/Colloids
226372,OR Cell Saver Intake,,Blood Products/Colloids
227070,PACU Packed RBC Intake,,Blood Products/Colloids
226369,OR Platelet Intake,,Blood Products/Colloids
220970,Fresh Frozen Plasma,,Blood Products/Colloids
227072,PACU FFP Intake,,Blood Products/Colloids
225170,Platelets,,Blood Products/Colloids
225173,Cell Saver,,Blood Products/Colloids
225914,Factor VIIa,,Blood Products/Colloids
225795,Dextran 40,,Blood Products/Colloids
220864,Albumin 5%,,Blood Products/Colloids
225918,Aminosyn 3.5%,,Nutrition - Supplements
225996,Mighty Shake (no sugar added),,Nutrition - Supplements
225922,Nephramine,,Nutrition - Supplements
225926,Sodium ACEtate,,Nutrition - Supplements
225924,Hydrochloric Acid,,Nutrition - Supplements
229583,Beneprotein.,,Nutrition - Supplements
225993,Optisource,,Nutrition - Supplements
225919,D5 Aminosyn 3.5%,,Nutrition - Supplements
226000,Chocolate Scandi Shake (mixed),,Nutrition - Supplements
225995,Mighty Shake (Chocolate),,Nutrition - Supplements
225925,Potassium Phosphate,,Nutrition - Supplements
225991,Resource Fruit Beverage,,Nutrition - Supplements
229574,Fiber Supplement (i.e. Banana Flakes),,Nutrition - Supplements
225994,Mighty Shake (Vanilla/Strawberry),,Nutrition - Supplements
222139,Potassium ACEtate,,Nutrition - Supplements
226002,Vanilla Lactose Free Scandi Shake (mixed),,Nutrition - Supplements
225921,Hepatamine,,Nutrition - Supplements
225999,Vanilla Scandi Shake (mixed),,Nutrition - Supplements
225923,Folate,,Nutrition - Supplements
220959,"Saline 0,3%",,Fluids - Other (Not In Use)
220968,Dextrose 10% / Ringers Lactate,,Fluids - Other (Not In Use)
220967,Dextrose 5% / Ringers Lactate,,Fluids - Other (Not In Use)
221018,Nutrison Standard,,Fluids - Other (Not In Use)
221201,Fibrini Energy,,Fluids - Other (Not In Use)
220965,"Dextrose 5% / Saline 0,45%",,Fluids - Other (Not In Use)
221005,Vamin 14 Electrolyte free,,Fluids - Other (Not In Use)
221013,Whole Blood,,Fluids - Other (Not In Use)
221022,Nutrison Energy Multi Fibre,,Fluids - Other (Not In Use)
221037,Jevity 1.2,,Fluids - Other (Not In Use)
221199,Fresubin Energy Fibre,,Fluids - Other (Not In Use)
220973,Gelofusine,,Fluids - Other (Not In Use)
220953,Ringers,,Fluids - Other (Not In Use)
220964,"Dextrose 5% / Saline 0,9%",,Fluids - Other (Not In Use)
220975,"Pentastarch 6% (HAES, Hemohes)",,Fluids - Other (Not In Use)
221029,Osmolite,,Fluids - Other (Not In Use)
220979,"Hetastarch 6% (Saline 0,9%)",,Fluids - Other (Not In Use)
221020,Nutrison concentrated,,Fluids - Other (Not In Use)
221002,Dextran 70 / Dextrose 5% (Gentran - Macrodex - RescueFlow),,Fluids - Other (Not In Use)
220992,Mannitol 25%,,Fluids - Other (Not In Use)
221003,"Dextran 70 / Saline 0,9% (Gentran - Macrodex - RescueFlow)",,Fluids - Other (Not In Use)
221209,Peptisorb,,Fluids - Other (Not In Use)
220960,"Saline 0,45%",,Fluids - Other (Not In Use)
221008,Vamin Novum 18,,Fluids - Other (Not In Use)
221015,Ensure,,Fluids - Other (Not In Use)
220985,Intralipid 20%,,Fluids - Other (Not In Use)
221206,Novasource,,Fluids - Other (Not In Use)
221200,Fibrini,,Fluids - Other (Not In Use)
221038,Jevity,,Fluids - Other (Not In Use)
221196,Fresubin Original,,Fluids - Other (Not In Use)
221208,Normosol,,Fluids - Other (Not In Use)
221016,Ensure Plus,,Fluids - Other (Not In Use)
221027,Pulmocare,,Fluids - Other (Not In Use)
221021,Nutrison Energy,,Fluids - Other (Not In Use)
221001,"Dextran 40 / Saline 0,9% (Gentran - Rheomacrodex)",,Fluids - Other (Not In Use)
221198,Fresubin Energy,,Fluids - Other (Not In Use)
221000,Dextran 40 / Dextrose 5% (Gentran - Rheomacrodex),,Fluids - Other (Not In Use)
221212,"Saline 0,18%",,Fluids - Other (Not In Use)
221025,Pediasure,,Fluids - Other (Not In Use)
220977,"Pentastarch 10% (HAES, Hemohes)",,Fluids - Other (Not In Use)
221195,"Hexastarch 6% (Elohaes) / Saline 0,9%",,Fluids - Other (Not In Use)
220989,Mannitol 10%,,Fluids - Other (Not In Use)
221006,Vamin 18 Electrolyte free,,Fluids - Other (Not In Use)
221213,Saline 30%,,Fluids - Other (Not In Use)
220996,Packed Red Cells,,Fluids - Other (Not In Use)
220990,Mannitol 15%,,Fluids - Other (Not In Use)
220958,"Saline 0,255%",,Fluids - Other (Not In Use)
221007,Vamin 14 Plus electrolytes,,Fluids - Other (Not In Use)
221024,Nutrison Multi Fibre,,Fluids - Other (Not In Use)
220961,"Saline 0,65%",,Fluids - Other (Not In Use)
220955,Ringers Lactate,,Fluids - Other (Not In Use)
221009,Vivinox T.E.N.,,Fluids - Other (Not In Use)
221014,Dextrose 19%,,Fluids - Other (Not In Use)
220963,"Dextrose 4,3% / Saline 0,18%",,Fluids - Other (Not In Use)
220972,Octoplas,,Fluids - Other (Not In Use)
221204,Tentrini,,Fluids - Other (Not In Use)
220861,Albumin (Human) 20%,,Fluids - Other (Not In Use)
220865,Aquadestila,,Fluids - Other (Not In Use)
220991,Mannitol 20%,,Fluids - Other (Not In Use)
221211,"Sodium Bicarbonate 1,4%",,Fluids - Other (Not In Use)
220988,Mannitol 5%,,Fluids - Other (Not In Use)
221017,"Dextrose 2,5%",,Fluids - Other (Not In Use)
220951,Dextrose 20.%,,Fluids - Other (Not In Use)
220986,Intralipid 30%,,Fluids - Other (Not In Use)
221012,Vivonex Pediatric,,Fluids - Other (Not In Use)
221203,Nutrini,,Fluids - Other (Not In Use)
220954,"Saline 0,9%",,Fluids - Other (Not In Use)
220971,ESDEP (Solvent / Detergent Virus-Inactivated Plasma),,Fluids - Other (Not In Use)
220962,Saline 3%,,Fluids - Other (Not In Use)
221004,Thrombocyte suspension,,Fluids - Other (Not In Use)
221197,Fresubin Original Fibre,,Fluids - Other (Not In Use)
220863,Albumin (Human) 4%,,Fluids - Other (Not In Use)
220866,Darrow,,Fluids - Other (Not In Use)
221011,Vivonex Plus,,Fluids - Other (Not In Use)
221202,Infatrini,,Fluids - Other (Not In Use)
220956,Ringers Acetate,,Fluids - Other (Not In Use)
220969,Filtered erytrocytes,,Fluids - Other (Not In Use)
221210,Suplena,,Fluids - Other (Not In Use)
220966,"Dextrose 2,5% / Saline 0,45%",,Fluids - Other (Not In Use)
221028,Stresson,,Fluids - Other (Not In Use)
220980,Hextend (Hetastarch 6% in Lactate),,Fluids - Other (Not In Use)
220984,Intralipid 10%,,Fluids - Other (Not In Use)
221193,Auto transfusion,,Fluids - Other (Not In Use)
221205,Nutrison pre,,Fluids - Other (Not In Use)
229351,Foley Catheter,,GI/GU
225955,Dialysis - SCUF,,Dialysis
225805,Peritoneal Dialysis,,Dialysis
225803,Dialysis - CVVHD,,Dialysis
225802,Dialysis - CRRT,,Dialysis
225436,CRRT Filter Change,,Dialysis
225809,Dialysis - CVVHDF,,Dialysis
221217,Ultrasound,,5-Imaging
229575,Travel to Radiology,,5-Imaging
229581,Portable Chest X-Ray,,5-Imaging
225460,Cervical Spine,,5-Imaging
228715,Transcranial Doppler,,5-Imaging
221219,Venogram,,5-Imaging
229582,Portable CT scan,,5-Imaging
225432,Transthoracic Echo,,5-Imaging
225459,Chest X-Ray,,5-Imaging
225427,Angiography,,5-Imaging
225461,Pelvis,,5-Imaging
225457,Abdominal X-Ray,,5-Imaging
221255,Trans Esophageal Echo,,5-Imaging
221216,X-ray,,5-Imaging
225462,Interventional Radiology,,5-Imaging
223253,Magnetic Resonance Imaging,,5-Imaging
225463,TLS Spine,,5-Imaging
221214,CT scan,,5-Imaging
225966,Nasal Swab,,6-Cultures
225967,Rectal Swab,,6-Cultures
225401,Blood Cultured,,6-Cultures
225814,Stool Culture,,6-Cultures
225818,Pleural Fluid Culture,,6-Cultures
225444,Pan Culture,,6-Cultures
225437,CSF Culture,,6-Cultures
225451,Sputum Culture,,6-Cultures
225816,Wound Culture,,6-Cultures
225454,Urine Culture,,6-Cultures
225817,BAL Fluid Culture,,6-Cultures
229996,Nitrous Oxide (Inhaled),,Medications
229366,Epoprostenol (Inhaled),,Medications
229984,Sevoflurane (Inhaled),,Medications
229983,Isoflurane (Inhaled),,Medications
225442,Liver Biopsy,,4-Procedures
229584,EMG,,4-Procedures
227713,Epidural Placement,,4-Procedures
229298,Speech and Swallow Evaluation,,4-Procedures
229585,Surgical Procedure at Bedside,,4-Procedures
225434,Colonoscopy,,4-Procedures
229614,EEG (Continuous),,4-Procedures
229380,Nursing Water Swallow Screening,,4-Procedures
226474,ICP Bolt Inserted,,4-Procedures
226476,Esophogeal Balloon,,4-Procedures
229580,Line Placement at Bedside,,4-Procedures
227711,Drain Removed,,4-Procedures
225439,Endoscopy,,4-Procedures
225441,Hemodialysis,,4-Procedures
229586,VAC Change,,4-Procedures
225428,Blakemore / Minnesota Tube D/C,,4-Procedures
225433,Chest Tube Placed,,4-Procedures
226477,Temporary Pacemaker Wires Inserted,,4-Procedures
225430,Cardiac Cath,,4-Procedures
225445,Paracentesis,,4-Procedures
229501,Small Bore Nasal Enteral Tube Placement,,4-Procedures
229578,Cath Lab (Sent),,4-Procedures
225429,Blakemore / MinnesotaTube Inserted,,4-Procedures
225450,Radiation Therapy,,4-Procedures
221223,EEG,,4-Procedures
225400,Bronchoscopy,,4-Procedures
225449,Pericardiocentesis,,4-Procedures
227550,ERCP (Travel to),,4-Procedures
227712,Chest Tube Removed,,4-Procedures
227714,Pericardial Drain Removed,,4-Procedures
225402,EKG,,4-Procedures
227551,Plasma Pheresis.,,4-Procedures
226236,Temporary Pacemaker Wires Discontinued,,4-Procedures
225447,Percutaneous Drain Insertion,,4-Procedures
229576,ERCP (Done in unit),,4-Procedures
225479,Thoracentesis,,4-Procedures
225399,Lumbar Puncture,,4-Procedures
229577,Cath Lab (Received),,4-Procedures
225446,PEG Insertion,,4-Procedures
226475,Intraventricular Drain Inserted,,4-Procedures
225794,Non-invasive Ventilation,,2-Ventilation
225792,Invasive Ventilation,,2-Ventilation
228130,NEOB notified,,7-Communication
228127,Family met with Social Worker,,7-Communication
228128,Family updated by MD,,7-Communication
228136,Family notified of transfer,,7-Communication
228129,Family updated by RN,,7-Communication
228228,"Family meeting attempted, unable",,7-Communication
228125,Family meeting held,,7-Communication
228126,Family met with Case Manager,,7-Communication
225815,Peritoneal Fluid,,3-Significant Events
225478,Operation,,3-Significant Events
225819,Brain Death,,3-Significant Events
225469,OR Received,,3-Significant Events
227715,TLS Clearance,,3-Significant Events
225456,Ventricular Drain,,3-Significant Events
225466,Cardiac Arrest,,3-Significant Events
225465,Chest Pain,,3-Significant Events
225476,Unplanned Line/Catheter Removal (Non-Patient initated),,3-Significant Events
225470,OR Sent,,3-Significant Events
225464,Cardioversion/Defibrillation,,3-Significant Events
225440,Fluoroscopy,,3-Significant Events
225443,Nuclear Medicine,,3-Significant Events
225821,Unplanned Line/Catheter Removal (Patient Initiated),,3-Significant Events
229620,Massive Transfusion,,3-Significant Events
225472,Pneumothorax,,3-Significant Events
225474,Fall,,3-Significant Events
225475,Respiratory Arrest,,3-Significant Events
225406,Transferred to Floor,,3-Significant Events
225820,C-Spine Clearance,,3-Significant Events
225467,Chest Opened,,3-Significant Events
229755,Trigger Initiated,,3-Significant Events
229579,Transfer Intercampus by Ambulance,,3-Significant Events
227194,Extubation,,1-Intubation/Extubation
224385,Intubation,,1-Intubation/Extubation
225448,Percutaneous Tracheostomy,,1-Intubation/Extubation
225468,Unplanned Extubation (patient-initiated),,1-Intubation/Extubation
225477,Unplanned Extubation (non-patient initiated),,1-Intubation/Extubation
226237,Open Tracheostomy,,1-Intubation/Extubation
229530,ECMO Outflow Line,,Access Lines - Invasive
225752,Arterial Line,,Access Lines - Invasive
225761,Sheath Insertion,,Access Lines - Invasive
225204,Midline,,Access Lines - Invasive
224267,Cordis/Introducer,,Access Lines - Invasive
229516,Single Lumen,,Access Lines - Invasive
228201,Tandem Heart Inflow Line,,Access Lines - Invasive
227719,AVA,,Access Lines - Invasive
229529,ECMO Inflow Line,,Access Lines - Invasive
224270,Dialysis Catheter,,Access Lines - Invasive
225202,Indwelling Port (PortaCath),,Access Lines - Invasive
228202,Tandem Heart Outflow Line,,Access Lines - Invasive
229515,Avalon/Protek Duo,,Access Lines - Invasive
225199,Triple Introducer,,Access Lines - Invasive
229514,EKOS,,Access Lines - Invasive
224269,CCO PAC,,Access Lines - Invasive
224272,IABP line,,Access Lines - Invasive
229524,Lumbar Drain,,Access Lines - Invasive
229533,Camino,,Access Lines - Invasive
229531,Tunneled Access Line,,Access Lines - Invasive
229517,Multi Lumen Cooling Catheter,,Access Lines - Invasive
229518,ICP - Camino,,Access Lines - Invasive
229521,ICP - PbtO2,,Access Lines - Invasive
229528,Centrimag Outflow Line,,Access Lines - Invasive
224560,PA Catheter,,Access Lines - Invasive
229520,EVD #2,,Access Lines - Invasive
224264,PICC Line,,Access Lines - Invasive
224273,Presep Catheter,,Access Lines - Invasive
229519,EVD #1,,Access Lines - Invasive
229527,Centrimag Inflow Line,,Access Lines - Invasive
224268,Trauma line,,Access Lines - Invasive
229522,SEPS (Subdural Evacuating Port System),,Access Lines - Invasive
229523,Subdural Drain,,Access Lines - Invasive
225789,Sheath (Venous),,Access Lines - Invasive
224263,Multi Lumen,,Access Lines - Invasive
225315,Tunneled (Hickman) Line,,Access Lines - Invasive
228286,Intraosseous Device,,Access Lines - Invasive
229532,Indwelling Port,,Access Lines - Invasive
225203,Pheresis Catheter,,Access Lines - Invasive
228169,Impella Line,,Access Lines - Invasive
229525,Sheath (Arterial),,Access Lines - Invasive
229526,MAC,,Access Lines - Invasive
226124,ICP Catheter,,Access Lines - Invasive
229468,24 Gauge,,Access Lines - Peripheral
224276,16 Gauge,,Access Lines - Peripheral
